Discipline_Code,Discipline_Name_E,Discipline_Name_P,Package_Code,Package_Name_E,Package_Name_P
SC,Subcontractor,پیمانکار جز,SC04,Material Submittals & Approvals,ارسال و تایید مصالح
SC,Subcontractor,پیمانکار جز,SC05,Method Statements (SC),روش‌های اجرایی (پیمانکار جز)
SC,Subcontractor,پیمانکار جز,SC06,Inspection & Test Plan (SC),طرح بازرسی و آزمایش (پیمانکار جز)
SC,Subcontractor,پیمانکار جز,SC07,WIR/MIR Logs,ثبت WIR/MIR
SC,Subcontractor,پیمانکار جز,SC08,Test Reports & Certificates,گزارش‌ها و گواهی‌های تست
SC,Subcontractor,پیمانکار جز,SC09,Factory Acceptance Test (FAT),آزمون پذیرش در کارخانه (FAT)
SC,Subcontractor,پیمانکار جز,SC10,Site Acceptance Test (SAT),آزمون پذیرش در سایت (SAT)
SC,Subcontractor,پیمانکار جز,SC11,Training & O&M Documents,آموزش و مدارک بهره‌برداری
SC,Subcontractor,پیمانکار جز,SC12,Warranty & Guarantees,گارانتی و تضمین‌ها
SC,Subcontractor,پیمانکار جز,SC13,As-Built Drawings (SC),نقشه‌های چون‌ساخت (پیمانکار جز)
SC,Subcontractor,پیمانکار جز,SC14,Spare Parts & Maintenance Schedules,قطعات یدکی و برنامه نگهداری
SP,Specialist,طراح تخصصی,SP01,Design Basis & Criteria (Specialist),مبانی و معیارهای طراحی (تخصصی)
SP,Specialist,طراح تخصصی,SP02,System Selection Report,گزارش انتخاب سیستم
SP,Specialist,طراح تخصصی,SP03,General Arrangement (GA) Drawings,نقشه‌های جانمایی کلی (GA)
SP,Specialist,طراح تخصصی,SP04,Detailed & Fabrication Drawings,نقشه‌های جزئی و ساخت
SP,Specialist,طراح تخصصی,SP05,Interface & Coordination Drawings,نقشه‌های اینترفیس و هماهنگی
SP,Specialist,طراح تخصصی,SP06,Simulations/Analysis (Thermal/Acoustic etc.),شبیه‌سازی/تحلیل (حرارتی/آکوستیک ...)
SP,Specialist,طراح تخصصی,SP07,Mock-up Drawings & Test Plan,نقشه‌های ماکاپ و برنامه تست
SP,Specialist,طراح تخصصی,SP08,Material Data & Specifications,اطلاعات مصالح و مشخصات
SP,Specialist,طراح تخصصی,SP09,Installation Method Statements,روش‌های نصب
SP,Specialist,طراح تخصصی,SP10,Testing & Commissioning Plan,برنامه تست و راه‌اندازی
SP,Specialist,طراح تخصصی,SP11,Operation & Maintenance Manual,راهنمای بهره‌برداری و نگهداری
SP,Specialist,طراح تخصصی,SP12,Risk & Fail-safe Analysis,تحلیل ریسک و Fail-safe
SP,Specialist,طراح تخصصی,SP13,As-Built Drawings (Specialist),نقشه‌های چون‌ساخت (تخصصی)
FA,Facilities,بهره‌برداری,FA01,Asset Register (Equipment List),فهرست دارایی/تجهیزات
FA,Facilities,بهره‌برداری,FA02,Operation & Maintenance Manuals (O&M),راهنمای بهره‌برداری و نگهداری (O&M)
FA,Facilities,بهره‌برداری,FA03,Preventive Maintenance Schedule (PPM),برنامه نگهداری پیشگیرانه (PPM)
FA,Facilities,بهره‌برداری,FA04,Job Plans & Task Lists,پلن کارها و لیست وظایف
FA,Facilities,بهره‌برداری,FA05,Spare Parts List & Min/Max Levels,فهرست قطعات یدکی و حدود موجودی
FA,Facilities,بهره‌برداری,FA06,Warranty Register,ثبت گارانتی‌ها
FA,Facilities,بهره‌برداری,FA07,Commissioning Reports,گزارش‌های راه‌اندازی
FA,Facilities,بهره‌برداری,FA08,Training Manuals & Records,راهنما و سوابق آموزش
FA,Facilities,بهره‌برداری,FA09,System Descriptions & Control Strategies,توصیف سامانه‌ها و راهبردهای کنترلی
FA,Facilities,بهره‌برداری,FA10,CMMS Data Template,قالب داده‌های CMMS
FA,Facilities,بهره‌برداری,FA11,Emergency Procedures,دستورالعمل‌های اضطراری
FA,Facilities,بهره‌برداری,FA12,Utilities Metering Plan,طرح پایش و اندازه‌گیری انرژی/مصرف
FA,Facilities,بهره‌برداری,FA13,Post-Occupancy Evaluation (POE),ارزیابی پس از بهره‌برداری (POE)
FA,Facilities,بهره‌برداری,FA14,Facility Layout & Access Plans,نقشه‌های دسترسی و جانمایی تاسیسات بهره‌برداری
CL,Client,کارفرما,CL01,Employer’s Requirements (ER),نیازمندی‌های کارفرما (ER)
CL,Client,کارفرما,CL02,Standards & Specifications,استانداردها و مشخصات فنی
CL,Client,کارفرما,CL03,Permits & Approvals,مجوزها و تاییدیه‌ها
CL,Client,کارفرما,CL04,Review Comments & Approval Log,ثبت نظرات و تاییدات
CL,Client,کارفرما,CL05,Site Instructions (SI),دستور کارگاهی (SI)
CL,Client,کارفرما,CL06,Change Orders (CO),اوامر تغییر (CO)
CL,Client,کارفرما,CL07,Payment Approvals,تایید پرداخت‌ها
CL,Client,کارفرما,CL08,Authority Correspondence,مکاتبات مراجع قانونی
CL,Client,کارفرما,CL09,Stakeholder Communications,ارتباطات ذینفعان
CL,Client,کارفرما,CL10,Client Decisions Register,ثبت تصمیمات کارفرما
GN,General,عمومی,GN01,Cover & Drawing List (General),جلد و فهرست نقشه‌ها (عمومی)
GN,General,عمومی,GN02,General Notes (All Disciplines),یادداشت‌های عمومی (کل رشته‌ها)
GN,General,عمومی,GN03,Abbreviations & Symbols (General),علائم و اختصارات (عمومی)
GN,General,عمومی,GN04,Document Numbering Standard,استاندارد شماره‌گذاری مدارک
GN,General,عمومی,GN05,Transmittal Templates,قالب‌های ارسال مدارک
GN,General,عمومی,GN06,Distribution Matrix,ماتریس توزیع مدارک
GN,General,عمومی,GN07,Master Document Register (MDR),ثبت‌کل مدارک پروژه (MDR)
GN,General,عمومی,GN08,Document Control Procedure,روش اجرایی کنترل مدارک
GN,General,عمومی,GN09,File Naming Convention,قاعده نام‌گذاری فایل‌ها
GN,General,عمومی,GN10,Document Dictionaries (Codes),واژه‌نامه کدینگ مدارک
SF,Safety (Fire Protection),"ایمنی ، آتشنشانی",SF01,Fire Alarm Riser Diagram,رایزر سیستم اعلان حریق
SF,Safety (Fire Protection),"ایمنی ، آتشنشانی",SF02,Fire Alarm Layout,پلان سیستم اعلان حریق
SF,Safety (Fire Protection),"ایمنی ، آتشنشانی",SF03,Sprinkler System Riser Diagram,رایزر سیستم اسپرینکلر
SF,Safety (Fire Protection),"ایمنی ، آتشنشانی",SF04,Sprinkler System Layout,پلان سیستم اسپرینکلر
SF,Safety (Fire Protection),"ایمنی ، آتشنشانی",SF05,Hydrant & Standpipe Layout,پلان هیدرانت و رایزر اطفا
SF,Safety (Fire Protection),"ایمنی ، آتشنشانی",SF06,Fire Pump Room GA & Hydraulics,جانمایی اتاق پمپ حریق و محاسبات
SF,Safety (Fire Protection),"ایمنی ، آتشنشانی",SF07,Clean Agent Suppression System,سیستم اطفاء با گاز بی‌خطر (FM200/Novec)
SF,Safety (Fire Protection),"ایمنی ، آتشنشانی",SF08,CO2 Suppression System,سیستم اطفاء CO2
SF,Safety (Fire Protection),"ایمنی ، آتشنشانی",SF09,Kitchen Hood Fire Suppression,اطفاء حریق هودهای آشپزخانه
SF,Safety (Fire Protection),"ایمنی ، آتشنشانی",SF10,Smoke Control & Pressurization,کنترل دود و فشار مثبت
SF,Safety (Fire Protection),"ایمنی ، آتشنشانی",SF11,Life Safety & Egress Plan,پلان ایمنی جان و خروج اضطراری
SF,Safety (Fire Protection),"ایمنی ، آتشنشانی",SF12,Fire Zoning & Cause-Effect Matrix,زون‌بندی حریق و جدول علت-معلول
SF,Safety (Fire Protection),"ایمنی ، آتشنشانی",SF13,Fire Rating Schedule,جدول درجه حریق مصالح و اجزا
SF,Safety (Fire Protection),"ایمنی ، آتشنشانی",SF14,Fire Stopping Details,جزئیات درزگیری و فایراستاپ
SF,Safety (Fire Protection),"ایمنی ، آتشنشانی",SF15,External Fire Water Ring Main (Coord),حلقه آب اطفاء بیرونی (هماهنگی)
SF,Safety (Fire Protection),"ایمنی ، آتشنشانی",SF16,Emergency Lighting Cause & Effect,جدول علت-معلول روشنایی اضطراری
SF,Safety (Fire Protection),"ایمنی ، آتشنشانی",SF17,Fire Safety Signage & Evacuation Plan,علائم ایمنی و مسیرهای تخلیه
SF,Safety (Fire Protection),"ایمنی ، آتشنشانی",SF18,Detection Devices Schedules,جداول تجهیزات اعلان حریق
SF,Safety (Fire Protection),"ایمنی ، آتشنشانی",SF19,Fire Dampers Layout & Details,جانمایی دمپرهای حریق و جزئیات
SF,Safety (Fire Protection),"ایمنی ، آتشنشانی",SF20,As-Built Fire Protection Drawings,نقشه‌های چون‌ساخت سامانه‌های حریق
SV,Supervision,مهندس ناظر,SV01,Cover & List of Supervision Docs,جلد و فهرست مدارک نظارت
SV,Supervision,مهندس ناظر,SV02,General Supervision Procedures & Guidelines,روش‌ها و دستورالعمل‌های نظارت
SV,Supervision,مهندس ناظر,SV03,Site Observation Report (SOR),گزارش بازدید و مشاهده کارگاهی (SOR)
SV,Supervision,مهندس ناظر,SV04,Daily Site Report (DSR),گزارش روزانه کارگاه (DSR)
SV,Supervision,مهندس ناظر,SV05,Weekly Supervision Report,گزارش هفتگی نظارت
SV,Supervision,مهندس ناظر,SV06,Monthly Supervision Report,گزارش ماهانه نظارت
SV,Supervision,مهندس ناظر,SV07,ITP Review & Approval,بازبینی و تأیید ITP
SV,Supervision,مهندس ناظر,SV08,WIR Log & Approvals,ثبت و تأیید WIR
SV,Supervision,مهندس ناظر,SV09,MIR Log & Approvals,ثبت و تأیید MIR
SV,Supervision,مهندس ناظر,SV10,RFI Register & Responses,ثبت RFI و پاسخ‌ها
SV,Supervision,مهندس ناظر,SV11,TQ Register & Responses,ثبت TQ و پاسخ‌ها
SV,Supervision,مهندس ناظر,SV12,Non-Conformance Report (NCR),گزارش عدم انطباق (NCR)
SV,Supervision,مهندس ناظر,SV13,Corrective/Preventive Action (CAR/PAR),اقدامات اصلاحی/پیشگیرانه (CAR/PAR)
SV,Supervision,مهندس ناظر,SV14,Surveillance Report,گزارش سرپرستی و پایش
SV,Supervision,مهندس ناظر,SV15,Material Submittal Review,بازبینی و تأیید مصالح
SV,Supervision,مهندس ناظر,SV16,Shop Drawing Review & Comments,بازبینی نقشه‌های کارگاهی و اظهارنظر
SV,Supervision,مهندس ناظر,SV17,Method Statement Review,بازبینی روش اجرایی (Method Statement)
SV,Supervision,مهندس ناظر,SV18,Test & Commissioning Witnessing Records,سوابق حضور در تست و راه‌اندازی
SV,Supervision,مهندس ناظر,SV19,Site Instructions (SI) Issued,دستور کارگاهی (SI) صادره
SV,Supervision,مهندس ناظر,SV20,Punch List / Snagging & Closeout,پانچ‌لیست/عیب‌یابی و بستن موارد
SV,Supervision,مهندس ناظر,SV21,As-Built Review & Verification,بازبینی و تأیید چون‌ساخت
SV,Supervision,مهندس ناظر,SV22,Progress Photos & Photo Log,عکس‌های پیشرفت و ثبت تصویری
SV,Supervision,مهندس ناظر,SV23,Permit to Work Review,بازبینی مجوز کار (PTW)
SV,Supervision,مهندس ناظر,SV24,Coordination & Site Meeting Minutes (MOM),صورتجلسات هماهنگی و کارگاهی
SV,Supervision,مهندس ناظر,SV25,QA/QC Audit Reports (Supervision),گزارش‌های ممیزی کیفیت (نظارت)
SV,Supervision,مهندس ناظر,SV26,HSE Walkthrough / Observations (Supervision),گزارش‌های ایمنی HSE (نظارت)
SV,Supervision,مهندس ناظر,SV27,Tender Standards & Technical Specifications,الزامات و مشخصات فنی مناقصه
INR,Interior,طراح داخلی,INR17,Concept Report,گزارش کانسپت
INR,Interior,طراح داخلی,INR18,Concept Layout Plan,پلان پیشنهادی
